condition,numSeeds,extinctionRate,mean_executionTime,std_executionTime,mean_extinct,std_extinct,mean_finalPopulation,std_finalPopulation,mean_totalDeaths,std_totalDeaths,mean_totalBorn,std_totalBorn,mean_finalTimestep,std_finalTimestep,mean_finalMeanWealth,std_finalMeanWealth,mean_finalSocietalWealth,std_finalSocietalWealth,mean_finalGini,std_finalGini,mean_finalMeanTimeToLive,std_finalMeanTimeToLive,mean_totalCombatActions,std_totalCombatActions,mean_totalTradeActions,std_totalTradeActions,mean_totalReproductionActions,std_totalReproductionActions,mean_totalLendingActions,std_totalLendingActions
rawSugarscape,30,0.26666666666666666,875.213,715.0357,0.2667,0.4422,745.3333,553.6377,52402.7333,39059.5347,52898.0667,39606.8561,3720.0667,2122.5676,47.031,30.3958,45246.7227,31569.0762,0.1458,0.0951,12.841,8.3634,375.3333,226.3636,1175727.2667,1039038.3965,52431.6333,39296.9189,16617.1,16365.0705
