condition,numSeeds,extinctionRate,mean_executionTime,std_executionTime,mean_extinct,std_extinct,mean_finalPopulation,std_finalPopulation,mean_totalDeaths,std_totalDeaths,mean_totalBorn,std_totalBorn,mean_finalTimestep,std_finalTimestep,mean_finalMeanWealth,std_finalMeanWealth,mean_finalSocietalWealth,std_finalSocietalWealth,mean_finalGini,std_finalGini,mean_finalMeanTimeToLive,std_finalMeanTimeToLive,mean_totalCombatActions,std_totalCombatActions,mean_totalTradeActions,std_totalTradeActions,mean_totalReproductionActions,std_totalReproductionActions,mean_totalLendingActions,std_totalLendingActions
egoist,30,0.16666666666666666,1726.633,1120.2337,0.1667,0.3727,866.8667,502.7214,60303.3,36320.3126,60920.1667,36816.1553,4196.4333,1796.8376,59.4043,35.6736,55912.6537,29422.2742,0.1859,0.1116,15.5617,7.4396,327.1,234.3347,1364594.9333,968030.9009,60383.5667,36525.3686,18571.5,15430.9851
