condition,numSeeds,extinctionRate,mean_executionTime,std_executionTime,mean_extinct,std_extinct,mean_finalPopulation,std_finalPopulation,mean_totalDeaths,std_totalDeaths,mean_totalBorn,std_totalBorn,mean_finalTimestep,std_finalTimestep,mean_finalMeanWealth,std_finalMeanWealth,mean_finalSocietalWealth,std_finalSocietalWealth,mean_finalGini,std_finalGini,mean_finalMeanTimeToLive,std_finalMeanTimeToLive,mean_totalCombatActions,std_totalCombatActions,mean_totalTradeActions,std_totalTradeActions,mean_totalReproductionActions,std_totalReproductionActions,mean_totalLendingActions,std_totalLendingActions
altruist,30,0.2,1385.208,1029.5061,0.2,0.4,747.6,510.7016,50877.3,35782.6122,51374.9,36285.9308,4036.6667,1926.7345,55.4237,31.6558,47810.3677,30071.9653,0.1793,0.105,13.951,7.776,296.5,166.1073,1098990.5667,929896.4616,50889.3,35982.6435,16713.0,14023.3848
